customer_id,first_name,last_name,age,gender,location,subscription_length_months,monthly_bill,total_usage_gb,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,customer_service_calls,satisfaction_score,last_payment_days_ago,last_login_days_ago,credit_score,support_tickets,avg_monthly_usage_growth,churn_probability,churn
CUST_001203,Jessica,Sanchez,46,Male,Chicago,53,90.0,148.9,1,0,DSL,0,1,0,0,0,1,One year,1,Electronic check,2,6.2,19,2,688,0,0.136,0.557,1
CUST_001204,Dorothy,Sanchez,53,Male,New York,8,59.76,12.3,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,3,7.0,3,0,750,2,-0.093,0.455,0
CUST_001205,Betty,Lee,45,Male,New York,13,33.5,26.3,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,0,Electronic check,3,7.9,18,0,597,0,0.153,0.722,1
CUST_001206,Jennifer,Martin,45,Male,Phoenix,27,45.02,69.2,1,1,Fiber optic,1,1,0,0,0,1,Two year,0,Electronic check,2,6.7,4,0,692,0,-0.026,0.412,0
CUST_001207,Betty,Lewis,34,Female,Charlotte,14,56.14,55.7,1,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,2,7.2,9,0,682,4,0.005,0.401,0
CUST_001208,Karen,Garcia,35,Female,Los Angeles,72,115.27,42.0,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,2,9.3,23,23,722,0,0.109,0.44,1
CUST_001209,Nancy,Jackson,23,Male,Chicago,10,95.63,79.7,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card,1,6.7,2,3,724,0,0.122,0.588,1
CUST_001210,Joseph,Moore,71,Male,New York,22,127.68,66.1,1,0,DSL,1,0,0,0,1,1,Two year,0,Electronic check,1,7.1,5,1,763,1,-0.273,0.505,0
CUST_001211,Nancy,Ramirez,26,Female,Dallas,28,129.21,27.0,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,3,7.4,15,3,850,2,0.051,0.622,1
CUST_001212,William,Davis,34,Male,Austin,12,53.84,55.6,1,1,DSL,0,1,0,1,1,1,Month-to-month,1,Bank transfer,0,6.5,2,2,666,2,-0.063,0.436,1
CUST_001213,John,Williams,34,Female,San Jose,35,61.84,13.0,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,2,8.3,0,8,568,4,0.17,0.44,0
CUST_001214,Linda,Wilson,58,Female,Charlotte,14,56.57,64.7,0,0,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Bank transfer,1,7.3,46,4,627,1,0.079,0.545,0
CUST_001215,Richard,Ramirez,40,Female,San Antonio,9,50.98,1.0,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,4,8.7,5,8,645,2,-0.145,0.8,0
CUST_001216,Daniel,Taylor,63,Male,New York,2,31.93,35.6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Credit card,2,5.7,25,1,746,1,-0.051,0.8,1
CUST_001217,Daniel,Thomas,34,Female,Chicago,8,66.29,30.0,1,1,DSL,0,1,0,1,1,0,Month-to-month,1,Electronic check,3,5.4,2,3,745,1,0.25,0.558,1
CUST_001218,Elizabeth,Ramirez,49,Male,San Jose,23,39.88,17.3,1,1,DSL,0,0,0,0,0,1,Two year,1,Credit card,4,7.5,9,1,705,1,0.07,0.472,1
CUST_001219,Jessica,Miller,32,Female,Dallas,45,65.78,42.3,1,1,DSL,1,0,1,1,1,0,Two year,0,Bank transfer,3,7.7,24,1,694,2,0.211,0.294,0
CUST_001220,Michael,Jackson,77,Male,San Diego,5,155.45,97.6,1,1,Fiber optic,0,1,0,1,0,0,One year,0,Mailed check,2,7.3,0,0,648,4,0.08,0.519,1
CUST_001221,Elizabeth,Thomas,27,Male,Austin,7,54.39,180.7,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,2,4.2,16,2,679,1,0.082,0.592,1
CUST_001222,Thomas,Clark,49,Male,San Jose,3,72.09,108.9,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,0,Electronic check,3,8.5,1,5,555,0,0.022,0.617,1
CUST_001223,Richard,Anderson,54,Female,Charlotte,21,95.84,88.8,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card,0,6.3,3,3,671,0,-0.208,0.729,1
CUST_001224,Barbara,Rodriguez,51,Female,Dallas,58,74.6,40.3,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,3,8.8,5,17,700,0,0.122,0.512,0
CUST_001225,Elizabeth,Smith,42,Female,Columbus,18,74.96,30.9,1,1,DSL,0,1,0,1,0,0,One year,1,Mailed check,1,8.2,4,1,780,1,0.103,0.353,0
CUST_001226,John,White,43,Female,Chicago,17,57.69,1.8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,4,5.9,5,5,527,1,0.071,0.55,1
CUST_001227,Barbara,Wilson,45,Male,Austin,14,60.78,25.1,0,0,DSL,1,0,1,0,1,1,One year,1,Mailed check,2,6.2,14,2,715,6,0.192,0.454,1
CUST_001228,Donna,White,42,Female,Charlotte,1,45.42,94.6,1,1,DSL,1,1,1,1,0,0,One year,0,Electronic check,6,5.0,3,2,850,1,0.184,0.734,0
CUST_001229,Sandra,Ramirez,59,Male,Phoenix,23,93.54,33.6,1,0,DSL,1,0,0,0,1,0,Two year,0,Mailed check,1,8.5,11,2,705,1,-0.043,0.414,0
CUST_001230,Mark,Davis,78,Female,Columbus,16,33.23,28.0,1,1,Fiber optic,1,0,0,0,1,1,Two year,1,Credit card,2,8.0,10,1,662,0,-0.1,0.381,0
CUST_001231,Charles,Davis,36,Female,Jacksonville,19,98.34,22.6,1,0,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,3,5.9,3,13,746,0,0.051,0.488,1
CUST_001232,Charles,Hernandez,24,Male,New York,41,38.04,15.1,1,0,Fiber optic,1,0,0,1,1,1,One year,0,Credit card,1,6.0,0,2,683,1,0.265,0.404,1
CUST_001233,Elizabeth,Wilson,43,Female,Dallas,27,98.01,4.5,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,3,7.0,3,1,567,0,0.068,0.626,1
CUST_001234,Mark,Jackson,80,Male,New York,27,57.89,52.5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Bank transfer,4,6.1,12,4,672,6,0.071,0.444,0
CUST_001235,John,Davis,32,Male,Charlotte,47,40.74,28.7,1,0,DSL,1,0,0,1,1,1,One year,1,Electronic check,3,5.5,3,0,749,2,-0.037,0.491,1
CUST_001236,Donald,Lewis,69,Female,Charlotte,72,84.08,61.1,0,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,2,7.1,2,6,465,1,-0.058,0.417,0
CUST_001237,Mark,Robinson,70,Male,New York,15,96.69,55.9,1,0,DSL,1,1,1,1,0,1,Month-to-month,1,Mailed check,2,8.2,33,2,640,0,0.03,0.671,1
CUST_001238,Karen,Jackson,36,Female,New York,2,55.97,87.2,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer,2,7.7,38,3,552,1,0.141,0.565,1
CUST_001239,Sarah,Jones,53,Male,Dallas,11,88.97,94.0,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Credit card,2,6.5,6,8,674,2,0.05,0.713,1
CUST_001240,Patricia,Robinson,69,Male,Houston,27,26.73,63.0,1,1,Fiber optic,0,0,1,1,0,1,Two year,1,Credit card,3,3.2,18,0,737,1,-0.122,0.66,1
CUST_001241,Daniel,Jackson,39,Female,New York,1,39.32,33.0,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Electronic check,1,4.3,0,4,659,2,0.12,0.674,1
CUST_001242,John,Lewis,41,Female,San Diego,1,111.83,33.5,1,0,Fiber optic,0,0,0,0,1,0,One year,0,Electronic check,2,8.4,28,0,629,1,0.046,0.73,1
CUST_001243,Karen,Smith,36,Female,Phoenix,1,60.98,152.8,1,0,DSL,1,0,1,1,0,0,One year,0,Credit card,3,7.5,5,2,602,0,-0.048,0.536,1
CUST_001244,Sandra,Wilson,29,Female,New York,23,31.66,2.5,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,1,6.1,17,9,603,5,0.362,0.626,1
CUST_001245,Mark,Johnson,35,Female,Columbus,12,50.42,8.6,1,1,Fiber optic,1,1,1,0,1,0,Two year,1,Credit card,2,8.2,12,6,742,0,0.254,0.49,1
CUST_001246,Robert,Johnson,26,Male,Charlotte,8,46.09,27.4,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,7.4,6,7,735,0,-0.182,0.797,1
CUST_001247,Patricia,Thomas,45,Male,Fort Worth,2,62.4,54.2,1,0,DSL,0,0,0,1,0,1,Two year,0,Credit card,2,7.4,0,2,849,1,0.354,0.396,1
CUST_001248,Lisa,White,33,Male,Charlotte,23,57.5,1.0,0,0,DSL,0,0,0,0,0,0,Two year,0,Electronic check,2,4.8,11,3,728,1,0.109,0.309,0
CUST_001249,Christopher,Harris,48,Female,Los Angeles,6,71.63,77.1,1,1,Fiber optic,1,0,1,1,1,0,Month-to-month,0,Electronic check,5,7.7,0,9,778,0,0.181,0.615,1
CUST_001250,John,Taylor,21,Female,Chicago,5,64.86,47.4,1,1,Fiber optic,1,0,0,0,1,1,One year,0,Mailed check,2,8.3,38,3,572,0,0.066,0.462,1
CUST_001251,Jennifer,Johnson,49,Male,Los Angeles,19,114.88,51.7,1,0,DSL,0,1,1,1,1,0,One year,1,Bank transfer,6,5.1,6,4,654,0,0.051,0.616,0
CUST_001252,Matthew,Wilson,57,Female,Fort Worth,14,79.03,35.0,1,0,DSL,0,0,0,0,0,0,Two year,1,Mailed check,1,8.1,4,9,561,1,0.042,0.302,0
CUST_001253,Sandra,Taylor,18,Female,Charlotte,8,80.08,46.9,1,0,Fiber optic,1,1,1,0,1,0,Month-to-month,0,Bank transfer,5,7.1,2,8,653,1,0.095,0.504,0
CUST_001254,Robert,Gonzalez,50,Male,Jacksonville,18,106.28,13.1,1,1,DSL,0,0,0,1,0,0,One year,0,Credit card,0,4.0,0,1,622,1,-0.068,0.505,1
CUST_001255,Mark,Thomas,63,Male,Charlotte,5,57.08,6.3,1,1,Fiber optic,1,0,1,1,1,0,One year,1,Credit card,1,6.1,14,4,708,1,-0.107,0.635,1
CUST_001256,Richard,Sanchez,26,Female,San Jose,28,40.26,16.4,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Credit card,4,7.7,55,1,673,2,0.085,0.659,0
CUST_001257,Charles,Sanchez,70,Female,Phoenix,4,108.07,93.0,1,0,DSL,0,0,0,1,0,0,Two year,1,Electronic check,1,9.2,7,0,740,1,-0.035,0.467,1
CUST_001258,Donald,Thompson,51,Female,Phoenix,3,70.41,53.4,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,2,5.5,14,0,798,2,0.055,0.65,0
CUST_001259,Elizabeth,Clark,34,Male,New York,27,70.51,39.4,1,1,DSL,1,1,1,0,1,1,One year,1,Bank transfer,6,8.0,7,3,709,2,0.067,0.398,1
CUST_001260,Patricia,Brown,44,Female,New York,22,51.76,44.7,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,0,Bank transfer,2,6.8,6,10,672,1,0.171,0.518,1
CUST_001261,Mark,Anderson,53,Male,Austin,3,52.1,43.3,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,0,Electronic check,4,7.1,5,3,697,1,-0.003,0.641,1
CUST_001262,Michael,Thomas,46,Male,Philadelphia,2,93.57,25.5,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,1,3.8,27,0,850,2,-0.039,0.8,1
CUST_001263,Nancy,Davis,53,Female,San Diego,32,98.88,7.3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card,1,7.8,17,0,598,1,-0.015,0.622,1
CUST_001264,Jennifer,Williams,31,Male,San Diego,26,91.24,155.6,1,0,Fiber optic,0,0,0,0,0,0,Two year,1,Electronic check,3,6.6,23,4,683,2,-0.032,0.468,0
CUST_001265,Barbara,Moore,47,Female,Chicago,7,91.58,62.9,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,1,7.6,1,9,581,3,0.118,0.599,1
CUST_001266,Robert,Harris,23,Male,Philadelphia,19,83.73,78.4,1,1,Fiber optic,1,1,0,0,1,1,Two year,1,Electronic check,3,7.1,5,1,647,4,-0.033,0.238,0
CUST_001267,Jessica,Smith,43,Female,Philadelphia,2,70.29,37.5,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card,5,6.1,2,3,737,0,0.303,0.653,0
CUST_001268,Mark,Thompson,31,Female,Phoenix,12,62.17,80.3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card,5,5.5,2,11,716,3,-0.089,0.566,1
CUST_001269,Mark,White,33,Male,Charlotte,1,108.22,66.1,1,1,DSL,0,1,0,0,1,0,Two year,0,Electronic check,5,7.8,25,0,687,3,-0.022,0.644,0
CUST_001270,William,Wilson,63,Female,Philadelphia,8,57.43,3.0,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,3,7.9,26,0,530,2,-0.229,0.753,0
CUST_001271,Lisa,Miller,61,Male,Dallas,1,77.32,139.0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card,0,5.3,10,2,760,1,-0.049,0.602,1
CUST_001272,Lisa,Jones,54,Female,Charlotte,11,48.35,18.7,1,1,Fiber optic,0,0,0,0,1,0,One year,0,Bank transfer,2,9.2,3,3,811,1,0.075,0.569,1
CUST_001273,Christopher,Lopez,28,Male,Charlotte,9,51.23,7.8,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer,4,5.1,44,1,522,0,0.061,0.516,0
CUST_001274,Matthew,Martinez,40,Male,Charlotte,10,60.68,5.2,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,2,7.1,1,3,740,0,-0.031,0.418,1
CUST_001275,Anthony,Davis,63,Male,Chicago,1,48.35,65.4,1,0,DSL,1,0,1,0,0,0,One year,1,Bank transfer,3,7.6,17,11,558,3,0.162,0.738,1
CUST_001276,Nancy,Lee,47,Male,New York,8,91.76,83.6,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card,1,8.9,4,10,779,0,-0.022,0.7,1
CUST_001277,Patricia,Williams,79,Female,Chicago,25,38.89,57.3,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,0,Electronic check,2,8.0,6,0,763,2,-0.138,0.676,0
CUST_001278,Nancy,Smith,50,Male,Chicago,8,69.39,147.8,1,0,Fiber optic,1,0,0,0,0,0,Two year,1,Electronic check,4,8.3,19,4,816,2,0.109,0.428,0
CUST_001279,John,Thomas,47,Male,Charlotte,22,70.32,25.8,1,0,No,0,0,0,0,0,0,Two year,0,Credit card,0,7.7,0,1,628,2,0.078,0.195,1
CUST_001280,Nancy,Perez,40,Male,San Jose,8,32.32,37.0,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,6.7,7,5,619,1,-0.01,0.695,1
CUST_001281,Michael,Martinez,47,Male,New York,9,55.9,52.5,1,1,Fiber optic,1,1,1,1,1,0,One year,1,Credit card,2,6.3,6,4,850,0,0.019,0.466,0
CUST_001282,Matthew,Garcia,42,Female,New York,14,73.87,239.2,0,0,DSL,1,0,1,0,0,1,Month-to-month,0,Credit card,2,6.7,3,1,662,3,0.124,0.5,0
CUST_001283,Christopher,Thompson,55,Female,Los Angeles,54,79.16,23.8,1,0,Fiber optic,0,1,0,1,0,0,One year,0,Electronic check,2,8.8,39,14,631,1,0.295,0.411,1
CUST_001284,Thomas,Anderson,59,Male,San Jose,2,61.45,177.2,1,1,Fiber optic,0,0,1,0,0,1,One year,1,Mailed check,1,7.8,8,3,601,2,-0.02,0.499,0
CUST_001285,Elizabeth,Ramirez,33,Female,Jacksonville,1,87.42,10.8,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,3,6.7,6,2,534,4,0.311,0.636,0
CUST_001286,Nancy,Jackson,25,Female,Charlotte,16,63.83,83.1,1,0,Fiber optic,1,1,0,0,1,0,One year,1,Mailed check,2,7.7,14,7,643,0,0.251,0.388,0
CUST_001287,Jennifer,White,18,Male,Charlotte,53,67.05,58.9,1,1,DSL,1,1,1,1,1,0,Month-to-month,1,Mailed check,1,6.6,16,1,768,1,-0.025,0.369,0
CUST_001288,Elizabeth,Jackson,52,Female,Los Angeles,72,73.75,104.4,0,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,1,7.1,3,4,536,2,0.005,0.427,1
CUST_001289,Daniel,Smith,28,Male,Chicago,11,96.62,2.1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,2,5.7,4,1,670,1,0.437,0.641,1
CUST_001290,Karen,Anderson,18,Female,Los Angeles,11,50.89,4.3,1,0,DSL,1,0,1,0,0,1,Two year,1,Mailed check,2,6.7,0,0,683,1,-0.152,0.503,0
CUST_001291,Betty,Anderson,50,Female,Houston,18,54.89,3.9,1,0,Fiber optic,0,0,1,0,0,0,One year,0,Bank transfer,1,8.7,57,3,556,1,-0.036,0.431,0
CUST_001292,David,Harris,80,Male,Charlotte,14,51.03,47.1,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,5,7.6,0,0,541,0,-0.048,0.565,1
CUST_001293,Jennifer,Jones,44,Female,Dallas,18,58.39,51.1,0,0,Fiber optic,0,1,0,1,0,1,One year,1,Credit card,2,7.6,7,2,666,2,-0.289,0.552,0
CUST_001294,Karen,Ramirez,57,Female,Fort Worth,37,117.98,187.3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card,4,5.8,7,3,783,0,0.226,0.658,1
CUST_001295,Matthew,Thompson,46,Male,San Antonio,24,83.86,41.3,1,0,Fiber optic,1,1,1,0,1,1,One year,0,Credit card,1,6.7,19,0,576,1,0.162,0.397,0
CUST_001296,Nancy,Gonzalez,43,Female,New York,12,42.42,3.5,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,1,7.3,0,2,629,0,0.114,0.623,0
CUST_001297,David,Garcia,58,Male,New York,11,52.45,12.5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,3,8.4,4,2,676,2,0.192,0.533,0
CUST_001298,Jennifer,Sanchez,40,Female,San Diego,18,77.41,1.0,1,0,DSL,1,1,0,0,1,0,One year,0,Electronic check,3,5.1,15,3,836,3,0.096,0.466,1
CUST_001299,Dorothy,Ramirez,49,Female,Jacksonville,10,46.4,75.8,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,2,7.0,46,9,749,0,0.197,0.757,1
CUST_001300,Lisa,Lopez,49,Male,Los Angeles,11,49.89,87.8,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Bank transfer,5,7.9,66,1,833,0,0.314,0.681,1
CUST_001301,Mary,Lee,34,Male,Jacksonville,1,114.2,480.5,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,2,8.6,2,12,763,1,0.071,0.785,1
CUST_001302,Lisa,Anderson,59,Female,Charlotte,3,52.18,28.1,1,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,2,5.7,0,2,781,0,0.528,0.587,1
CUST_001303,Karen,Thompson,42,Male,Phoenix,12,97.7,1.4,0,0,DSL,1,1,0,1,1,1,One year,1,Electronic check,2,5.1,8,4,522,0,0.046,0.613,0
CUST_001304,Barbara,Lee,33,Male,Fort Worth,31,110.18,20.4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,2,5.8,0,0,423,1,-0.143,0.719,1
CUST_001305,Susan,Smith,53,Male,Phoenix,5,49.73,46.0,1,0,Fiber optic,0,0,1,0,0,1,One year,1,Credit card,1,6.9,7,2,768,1,0.088,0.618,1
CUST_001306,Nancy,Ramirez,31,Male,Austin,13,46.71,165.7,1,1,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,1,7.4,34,7,717,2,0.275,0.673,1
CUST_001307,Donna,Lee,45,Male,Fort Worth,7,59.71,6.1,1,1,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer,1,7.6,22,1,464,3,0.15,0.383,0
CUST_001308,Richard,Williams,44,Male,Charlotte,1,43.14,6.4,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Mailed check,4,6.8,0,0,598,2,0.034,0.782,1
CUST_001309,Joseph,Gonzalez,61,Male,Houston,57,69.99,72.6,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer,3,4.1,0,13,634,2,0.171,0.523,1
CUST_001310,David,Lewis,52,Female,Phoenix,34,61.42,62.2,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,0,Bank transfer,1,8.1,6,0,756,1,0.066,0.429,0
CUST_001311,Elizabeth,Thompson,44,Male,Los Angeles,1,77.03,18.1,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,2,9.1,1,1,688,0,-0.039,0.604,1
CUST_001312,John,Hernandez,57,Male,Los Angeles,22,116.6,131.9,1,1,DSL,0,1,1,0,0,0,Two year,1,Bank transfer,1,8.4,5,11,764,2,0.328,0.43,0
CUST_001313,Christopher,Taylor,65,Male,Austin,7,92.48,9.5,1,0,Fiber optic,0,0,0,0,0,1,One year,0,Mailed check,3,5.2,14,0,558,1,0.205,0.652,1
CUST_001314,Michael,Johnson,53,Female,Charlotte,72,81.1,167.6,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,0,Credit card,1,8.6,4,9,511,1,0.216,0.444,1
CUST_001315,Robert,Martinez,45,Male,Phoenix,6,30.37,9.9,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Electronic check,3,8.0,5,15,486,3,0.15,0.78,1
CUST_001316,Nancy,Wilson,25,Male,Los Angeles,4,79.63,5.4,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,0,Credit card,0,6.6,0,4,729,1,0.432,0.468,1
CUST_001317,David,Harris,29,Male,Chicago,15,132.83,35.3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Mailed check,2,7.9,28,2,666,1,0.188,0.672,1
CUST_001318,Matthew,Rodriguez,40,Female,Philadelphia,32,20.0,8.3,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,5,8.8,21,1,691,0,-0.155,0.8,1
CUST_001319,Elizabeth,Thompson,35,Female,Chicago,3,87.86,50.3,1,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,5,8.3,5,0,697,1,0.073,0.609,1
CUST_001320,William,Martin,42,Female,Los Angeles,22,62.57,66.2,1,0,DSL,0,1,1,0,0,0,One year,1,Electronic check,3,6.1,9,11,473,2,0.116,0.449,0
CUST_001321,Barbara,Moore,45,Female,Jacksonville,1,47.47,34.4,1,0,DSL,1,0,0,1,0,1,One year,0,Credit card,1,5.2,8,7,670,2,0.103,0.709,1
CUST_001322,William,Jackson,52,Female,New York,45,91.88,74.3,1,1,Fiber optic,0,0,1,0,0,1,One year,0,Electronic check,3,4.1,2,1,781,2,0.144,0.548,1
CUST_001323,Mark,Sanchez,43,Male,San Diego,1,132.14,38.5,1,1,Fiber optic,0,0,0,1,1,0,One year,0,Credit card,3,6.5,3,5,788,0,-0.032,0.71,1
CUST_001324,Robert,Miller,52,Female,Columbus,44,90.93,1.9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card,3,8.2,8,4,609,1,0.106,0.641,0
CUST_001325,Anthony,Sanchez,45,Male,Chicago,12,57.48,200.8,0,0,DSL,1,1,1,1,1,0,Month-to-month,1,Electronic check,4,4.5,6,0,616,2,0.007,0.581,1
CUST_001326,Lisa,Perez,18,Female,Dallas,10,45.72,86.1,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,2,7.4,6,1,722,3,-0.046,0.589,0
CUST_001327,Jessica,Williams,30,Female,Austin,65,70.66,4.6,1,0,DSL,1,0,0,0,0,0,One year,0,Mailed check,2,6.6,21,0,682,1,0.272,0.365,1
CUST_001328,Mark,Martin,42,Male,San Jose,72,94.56,41.6,0,0,DSL,0,0,1,1,0,1,Two year,1,Credit card,5,5.8,0,3,553,0,-0.15,0.576,0
CUST_001329,Christopher,Lewis,26,Male,Philadelphia,18,57.12,55.3,1,0,DSL,0,0,0,1,1,0,Two year,1,Credit card,2,7.0,38,1,636,2,-0.194,0.456,0
CUST_001330,Mark,Hernandez,53,Male,Houston,2,59.37,11.8,1,0,DSL,0,1,1,1,0,1,One year,1,Mailed check,3,6.6,18,20,750,1,-0.088,0.605,1
CUST_001331,Joseph,White,67,Female,Charlotte,12,206.19,98.8,1,1,DSL,1,1,1,1,0,0,One year,1,Mailed check,2,7.6,27,1,576,4,0.009,0.596,0
CUST_001332,Jessica,Robinson,63,Female,Fort Worth,13,102.66,55.7,1,1,Fiber optic,1,0,0,0,0,0,Two year,1,Mailed check,3,7.0,12,6,850,6,0.305,0.508,0
CUST_001333,Karen,Johnson,41,Female,Houston,13,105.64,17.3,1,1,DSL,1,1,0,1,1,0,One year,0,Credit card,2,7.3,4,1,677,0,0.093,0.555,1
CUST_001334,Donald,Taylor,67,Male,New York,15,37.18,7.1,1,1,DSL,1,1,0,0,1,1,Two year,0,Credit card,0,7.5,8,2,637,2,0.12,0.379,0
CUST_001335,Richard,Robinson,47,Female,New York,1,50.26,74.1,1,0,DSL,1,0,0,0,0,1,One year,0,Electronic check,2,5.6,7,1,773,2,-0.044,0.705,0
CUST_001336,Lisa,Perez,39,Female,New York,22,68.71,23.2,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card,1,7.6,2,0,714,1,0.146,0.423,1
CUST_001337,Mark,Lopez,35,Female,Dallas,22,44.68,14.0,1,1,Fiber optic,1,0,0,0,0,0,Two year,1,Credit card,2,9.0,45,13,749,3,0.248,0.474,1
CUST_001338,Sandra,Lewis,40,Female,New York,2,126.49,110.6,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,9.1,4,7,518,0,-0.118,0.8,1
CUST_001339,Christopher,Johnson,39,Male,Houston,15,117.23,105.1,1,0,Fiber optic,0,0,0,0,1,0,One year,1,Mailed check,5,7.2,0,1,696,1,0.106,0.556,1
CUST_001340,Matthew,Brown,47,Female,Fort Worth,15,53.87,17.3,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card,2,5.2,8,1,750,1,0.112,0.538,1
CUST_001341,Anthony,Gonzalez,47,Female,Chicago,20,136.12,178.1,1,1,DSL,0,1,1,0,0,0,Two year,0,Credit card,5,7.2,1,2,698,3,0.196,0.457,0
CUST_001342,William,Lopez,45,Female,Fort Worth,1,66.57,68.3,1,0,DSL,1,1,1,0,0,1,Month-to-month,1,Mailed check,0,6.7,21,7,762,6,-0.209,0.785,0
CUST_001343,Richard,Anderson,51,Male,Fort Worth,17,187.87,45.5,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Mailed check,2,7.1,0,10,831,1,-0.045,0.664,0
CUST_001344,David,Martin,62,Male,Chicago,5,70.66,33.6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,4,8.5,0,7,756,4,-0.006,0.591,1
CUST_001345,Thomas,Johnson,59,Female,Jacksonville,12,83.97,85.1,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,1,6.7,18,14,685,0,0.16,0.552,1
CUST_001346,Patricia,Lopez,22,Female,Fort Worth,26,116.74,18.7,1,0,Fiber optic,1,0,1,0,0,1,Two year,0,Credit card,1,5.8,1,7,846,0,0.194,0.34,1
CUST_001347,Donald,Lopez,18,Female,Phoenix,22,111.17,48.4,1,0,DSL,0,1,0,0,0,0,One year,1,Electronic check,1,6.2,9,1,814,0,-0.143,0.579,1
